solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
CPLEX;12Cap10.txt;120;12,79;0;8593,0;3003,5;3003,2277637;200;7150;14200;200;5894;11688;0,0;35464,3;0,0;2962,8161;3125,5;1,75;106;387;8;5;;151;;42;106;387;8;5;;;151;;42;106;387;8;5;;;;151;;42;106;387;8;5;;151;;42
GUROBI;12Cap10.txt;120;23,69;0;14815,0;3003,5;3003,5;200;7150;14200;200;7150;14200;2122,4;7591,0;2122,4;2938,82487;3183,7;0,0;48;174;140;29;;121;39;7;48;174;140;29;;;121;39;7;48;174;140;29;;;;121;39;7;48;174;140;29;;121;39;7
CBC;12Cap10.txt;120;119,92;2,8498386034255576;6215;3036,0;2949,4789;200;7150;14200;200;7150;14200;2949,4789;7077,1;2949,4789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap10.txt;300;12,77;0;8593,0;3003,5;3003,2277637;200;7150;14200;200;5894;11688;0,0;35464,3;0,0;2962,8161;3125,5;1,73;106;387;8;5;;151;;42;106;387;8;5;;;151;;42;106;387;8;5;;;;151;;42;106;387;8;5;;151;;42
GUROBI;12Cap10.txt;300;23,39;0;14815,0;3003,5;3003,5;200;7150;14200;200;7150;14200;2122,4;7591,0;2122,4;2938,82487;3183,7;0,0;48;174;140;29;;121;39;7;48;174;140;29;;;121;39;7;48;174;140;29;;;;121;39;7;48;174;140;29;;121;39;7
CBC;12Cap10.txt;300;294,72;0;13615;3003,5;3003,5;200;7150;14200;200;7150;14200;2949,4789;7077,1;2949,4789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap10.txt;600;12,81;0;8593,0;3003,5;3003,2277637;200;7150;14200;200;5894;11688;0,0;35464,3;0,0;2962,8161;3125,5;1,76;106;387;8;5;;151;;42;106;387;8;5;;;151;;42;106;387;8;5;;;;151;;42;106;387;8;5;;151;;42
GUROBI;12Cap10.txt;600;23,58;0;14815,0;3003,5;3003,5;200;7150;14200;200;7150;14200;2122,4;7591,0;2122,4;2938,82487;3183,7;0,0;48;174;140;29;;121;39;7;48;174;140;29;;;121;39;7;48;174;140;29;;;;121;39;7;48;174;140;29;;121;39;7
CBC;12Cap10.txt;600;294,95;0;13615;3003,5;3003,5;200;7150;14200;200;7150;14200;2949,4789;7077,1;2949,4789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap20.txt;120;24,03;0;19398,0;2254,0;2253,7816495;200;7150;14200;200;7150;14200;0,0;56650,0;0,0;2176,7201;2471,0;2,39;173;627;20;18;;97;;77;173;627;20;18;;;97;;77;173;627;20;18;;;;97;;77;173;627;20;18;;97;;77
GUROBI;12Cap20.txt;120;44,54;0;30418,0;2254,0;2254,0;200;7150;14200;200;7150;14200;1354,2;6688,4;1354,2;2165,8399;2606,7;0,0;122;273;171;12;;170;58;5;122;273;171;12;;;170;58;5;122;273;171;12;;;;170;58;5;122;273;171;12;;170;58;5
CBC;12Cap20.txt;120;119,95;6,275899296109154;4439;2315,7;2170,369;200;7150;14200;200;7150;14200;2170,369;6548,1;2170,369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap20.txt;300;23,93;0;19398,0;2254,0;2253,7816495;200;7150;14200;200;7150;14200;0,0;56650,0;0,0;2176,7201;2471,0;2,33;173;627;20;18;;97;;77;173;627;20;18;;;97;;77;173;627;20;18;;;;97;;77;173;627;20;18;;97;;77
GUROBI;12Cap20.txt;300;44,61;0;30418,0;2254,0;2254,0;200;7150;14200;200;7150;14200;1354,2;6688,4;1354,2;2165,8399;2606,7;0,0;122;273;171;12;;170;58;5;122;273;171;12;;;170;58;5;122;273;171;12;;;;170;58;5;122;273;171;12;;170;58;5
CBC;12Cap20.txt;300;299,82;4,511525672582799;11375;2315,7;2211,2266;200;7150;14200;200;7150;14200;2170,369;6548,1;2170,369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap20.txt;600;23,5;0;19398,0;2254,0;2253,7816495;200;7150;14200;200;7150;14200;0,0;56650,0;0,0;2176,7201;2471,0;2,32;173;627;20;18;;97;;77;173;627;20;18;;;97;;77;173;627;20;18;;;;97;;77;173;627;20;18;;97;;77
GUROBI;12Cap20.txt;600;44,21;0;30418,0;2254,0;2254,0;200;7150;14200;200;7150;14200;1354,2;6688,4;1354,2;2165,8399;2606,7;0,0;122;273;171;12;;170;58;5;122;273;171;12;;;170;58;5;122;273;171;12;;;;170;58;5;122;273;171;12;;170;58;5
CBC;12Cap20.txt;600;599,8;1,4755704048885414;17874;2274,7;2241,1352;200;7150;14200;200;7150;14200;2170,369;6548,1;2170,369;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap30.txt;120;39,03;0;30218,0;2050,9;2050,6981812;200;7150;14200;200;7150;14200;0,0;78378,4;0,0;1942,1894;2199,0;2,54;222;621;22;27;;98;;30;222;621;22;27;;;98;;30;222;621;22;27;;;;98;;30;222;621;22;27;;98;;30
GUROBI;12Cap30.txt;120;55,6;0;38599,0;2050,9;2050,9;200;7150;14200;200;7150;14200;1062,66667;6568,2;1062,66667;1908,66325;2371,7;0,0;193;525;31;29;;104;41;6;193;525;31;29;;;104;41;6;193;525;31;29;;;;104;41;6;193;525;31;29;;104;41;6
CBC;12Cap30.txt;120;119,93;5,959698307222188;4559;2061,7;1938,8289;200;7150;14200;200;7150;14200;1938,8289;6388,2;1938,8289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap30.txt;300;38,31;0;30218,0;2050,9;2050,6981812;200;7150;14200;200;7150;14200;0,0;78378,4;0,0;1942,1894;2199,0;2,54;222;621;22;27;;98;;30;222;621;22;27;;;98;;30;222;621;22;27;;;;98;;30;222;621;22;27;;98;;30
GUROBI;12Cap30.txt;300;55,52;0;38599,0;2050,9;2050,9;200;7150;14200;200;7150;14200;1062,66667;6568,2;1062,66667;1908,66325;2371,7;0,0;193;525;31;29;;104;41;6;193;525;31;29;;;104;41;6;193;525;31;29;;;;104;41;6;193;525;31;29;;104;41;6
CBC;12Cap30.txt;300;299,89;5,959698307222188;11014;2061,7;1938,8289;200;7150;14200;200;7150;14200;1938,8289;6388,2;1938,8289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap30.txt;600;38,56;0;30218,0;2050,9;2050,6981812;200;7150;14200;200;7150;14200;0,0;78378,4;0,0;1942,1894;2199,0;2,55;222;621;22;27;;98;;30;222;621;22;27;;;98;;30;222;621;22;27;;;;98;;30;222;621;22;27;;98;;30
GUROBI;12Cap30.txt;600;55,73;0;38599,0;2050,9;2050,9;200;7150;14200;200;7150;14200;1062,66667;6568,2;1062,66667;1908,66325;2371,7;0,0;193;525;31;29;;104;41;6;193;525;31;29;;;104;41;6;193;525;31;29;;;;104;41;6;193;525;31;29;;104;41;6
CBC;12Cap30.txt;600;599,79;1,1356453412232557;16574;2061,7;2038,2864;200;7150;14200;200;7150;14200;1938,8289;6388,2;1938,8289;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap40.txt;120;19,5;0;9589,0;1983,9;1983,7293769;200;7150;14200;200;7150;14200;0,0;96467,2;0,0;1870,9683;2169,6;3,2;283;610;17;12;;84;;16;283;610;17;12;;;84;;16;283;610;17;12;;;;84;;16;283;610;17;12;;84;;16
GUROBI;12Cap40.txt;120;21,26;0;9324,0;1983,9;1983,9;200;7150;14200;200;7150;14200;892,2;6528,4;892,2;1835,15813;2401,9;1,0;262;448;24;25;;115;42;3;262;448;24;25;;;115;42;3;262;448;24;25;;;;115;42;3;262;448;24;25;;115;42;3
CBC;12Cap40.txt;120;119,92;8,666287527459117;4487;2048,5;1870,9711;200;7150;14200;200;7150;14200;1870,9711;6256,8;1870,9711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap40.txt;300;19,48;0;9589,0;1983,9;1983,7293769;200;7150;14200;200;7150;14200;0,0;96467,2;0,0;1870,9683;2169,6;3,24;283;610;17;12;;84;;16;283;610;17;12;;;84;;16;283;610;17;12;;;;84;;16;283;610;17;12;;84;;16
GUROBI;12Cap40.txt;300;22,07;0;9324,0;1983,9;1983,9;200;7150;14200;200;7150;14200;892,2;6528,4;892,2;1835,15813;2401,9;1,0;262;448;24;25;;115;42;3;262;448;24;25;;;115;42;3;262;448;24;25;;;;115;42;3;262;448;24;25;;115;42;3
CBC;12Cap40.txt;300;299,85;7,960886462022825;10734;2032,8;1870,9711;200;7150;14200;200;7150;14200;1870,9711;6256,8;1870,9711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap40.txt;600;19,51;0;9589,0;1983,9;1983,7293769;200;7150;14200;200;7150;14200;0,0;96467,2;0,0;1870,9683;2169,6;3,25;283;610;17;12;;84;;16;283;610;17;12;;;84;;16;283;610;17;12;;;;84;;16;283;610;17;12;;84;;16
GUROBI;12Cap40.txt;600;21,29;0;9324,0;1983,9;1983,9;200;7150;14200;200;7150;14200;892,2;6528,4;892,2;1835,15813;2401,9;1,0;262;448;24;25;;115;42;3;262;448;24;25;;;115;42;3;262;448;24;25;;;;115;42;3;262;448;24;25;;115;42;3
CBC;12Cap40.txt;600;424,88;0;12897;1983,9;1983,9;200;7150;14200;200;7150;14200;1870,9711;6256,8;1870,9711;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap50.txt;120;21,88;0;15890,0;1965,3;1965,1507528;200;7150;14200;200;7150;14200;0,0;115289,6;0,0;1855,573;2059,5;3,6;311;567;19;8;;72;;25;311;567;19;8;;;72;;25;311;567;19;8;;;;72;;25;311;567;19;8;;72;;25
GUROBI;12Cap50.txt;120;17,28;0;7560,0;1965,3;1965,3;200;7150;14200;200;7150;14200;781,2;6595,7;781,2;1766,41494;2199,3;0,0;301;462;43;30;;132;50;1;301;462;43;30;;;132;50;1;301;462;43;30;;;;132;50;1;301;462;43;30;;132;50;1
CBC;12Cap50.txt;120;119,93;7,128251839247282;4213;1998,1;1855,6704;200;7150;14200;200;7150;14200;1855,6704;6304,0;1855,6704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap50.txt;300;21,78;0;15890,0;1965,3;1965,1507528;200;7150;14200;200;7150;14200;0,0;115289,6;0,0;1855,573;2059,5;3,55;311;567;19;8;;72;;25;311;567;19;8;;;72;;25;311;567;19;8;;;;72;;25;311;567;19;8;;72;;25
GUROBI;12Cap50.txt;300;17,3;0;7560,0;1965,3;1965,3;200;7150;14200;200;7150;14200;781,2;6595,7;781,2;1766,41494;2199,3;0,0;301;462;43;30;;132;50;1;301;462;43;30;;;132;50;1;301;462;43;30;;;;132;50;1;301;462;43;30;;132;50;1
CBC;12Cap50.txt;300;299,89;5,670391989130979;9966;1987,3;1874,6123;200;7150;14200;200;7150;14200;1855,6704;6304,0;1855,6704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;12Cap50.txt;600;22,41;0;15890,0;1965,3;1965,1507528;200;7150;14200;200;7150;14200;0,0;115289,6;0,0;1855,573;2059,5;3,54;311;567;19;8;;72;;25;311;567;19;8;;;72;;25;311;567;19;8;;;;72;;25;311;567;19;8;;72;;25
GUROBI;12Cap50.txt;600;17,61;0;7560,0;1965,3;1965,3;200;7150;14200;200;7150;14200;781,2;6595,7;781,2;1766,41494;2199,3;0,0;301;462;43;30;;132;50;1;301;462;43;30;;;132;50;1;301;462;43;30;;;;132;50;1;301;462;43;30;;132;50;1
CBC;12Cap50.txt;600;325,81;0;10657;1965,3;1965,3;200;7150;14200;200;7150;14200;1855,6704;6304,0;1855,6704;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap10.txt;120;11,41;0;5881,0;2954,6;2954,3106818;200;7035;13970;199;2249;4399;0,0;33922,9;0,0;2918,9961;2962,3;3,64;73;397;14;4;;56;;45;73;397;14;4;;;56;;45;73;397;14;4;;;;56;;45;73;397;14;4;;56;;45
GUROBI;13Cap10.txt;120;19,51;0;12884,0;2954,6;2954,6;200;7035;13970;200;7035;13970;2199,5;7607,7;2199,5;2888,11906;3110,5;0,0;51;184;130;30;;112;35;10;51;184;130;30;;;112;35;10;51;184;130;30;;;;112;35;10;51;184;130;30;;112;35;10
CBC;13Cap10.txt;120;119,93;2,2892899189343785;6272;2972,9;2904,8417;200;7035;13970;200;7035;13970;2904,8417;6830,4;2904,8417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap10.txt;300;11,46;0;5881,0;2954,6;2954,3106818;200;7035;13970;199;2249;4399;0,0;33922,9;0,0;2918,9961;2962,3;3,63;73;397;14;4;;56;;45;73;397;14;4;;;56;;45;73;397;14;4;;;;56;;45;73;397;14;4;;56;;45
GUROBI;13Cap10.txt;300;19,53;0;12884,0;2954,6;2954,6;200;7035;13970;200;7035;13970;2199,5;7607,7;2199,5;2888,11906;3110,5;0,0;51;184;130;30;;112;35;10;51;184;130;30;;;112;35;10;51;184;130;30;;;;112;35;10;51;184;130;30;;112;35;10
CBC;13Cap10.txt;300;245,29;0;12320;2954,599999999999;2954,599999999999;200;7035;13970;200;7035;13970;2904,8417;6830,4;2904,8417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap10.txt;600;11,25;0;5881,0;2954,6;2954,3106818;200;7035;13970;199;2249;4399;0,0;33922,9;0,0;2918,9961;2962,3;3,59;73;397;14;4;;56;;45;73;397;14;4;;;56;;45;73;397;14;4;;;;56;;45;73;397;14;4;;56;;45
GUROBI;13Cap10.txt;600;19,54;0;12884,0;2954,6;2954,6;200;7035;13970;200;7035;13970;2199,5;7607,7;2199,5;2888,11906;3110,5;0,0;51;184;130;30;;112;35;10;51;184;130;30;;;112;35;10;51;184;130;30;;;;112;35;10;51;184;130;30;;112;35;10
CBC;13Cap10.txt;600;245,86;0;12320;2954,599999999999;2954,599999999999;200;7035;13970;200;7035;13970;2904,8417;6830,4;2904,8417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap20.txt;120;18,56;0;12293,0;2175,0;2174,7922479;200;7035;13970;200;6968;13836;0,0;54935,6;0,0;2107,065;2353,2;2,21;156;730;18;12;1;61;;40;156;730;18;12;;1;61;;40;156;730;18;12;;;1;61;;40;156;730;18;12;1;61;;40
GUROBI;13Cap20.txt;120;26,14;0;10984,0;2175,0;2175,0;200;7035;13970;200;7035;13970;1360,5;6742,0;1360,5;2091,19416;2411,3;0,0;112;277;150;18;;172;41;7;112;277;150;18;;;172;41;7;112;277;150;18;;;;172;41;7;112;277;150;18;;172;41;7
CBC;13Cap20.txt;120;119,76;4,835505801305289;3490;2206,4;2099,7094;200;7035;13970;200;7035;13970;2099,7094;6826,2;2099,7094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap20.txt;300;18,22;0;12293,0;2175,0;2174,7922479;200;7035;13970;200;6968;13836;0,0;54935,6;0,0;2107,065;2353,2;2,51;156;730;18;12;1;61;;40;156;730;18;12;;1;61;;40;156;730;18;12;;;1;61;;40;156;730;18;12;1;61;;40
GUROBI;13Cap20.txt;300;28,08;0;10984,0;2175,0;2175,0;200;7035;13970;200;7035;13970;1360,5;6742,0;1360,5;2091,19416;2411,3;0,0;112;277;150;18;;172;41;7;112;277;150;18;;;172;41;7;112;277;150;18;;;;172;41;7;112;277;150;18;;172;41;7
CBC;13Cap20.txt;300;299,66;4,463126763126763;10677;2197,8;2099,7094;200;7035;13970;200;7035;13970;2099,7094;6826,2;2099,7094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap20.txt;600;16,05;0;12293,0;2175,0;2174,7922479;200;7035;13970;200;6968;13836;0,0;54935,6;0,0;2107,065;2353,2;2,12;156;730;18;12;1;61;;40;156;730;18;12;;1;61;;40;156;730;18;12;;;1;61;;40;156;730;18;12;1;61;;40
GUROBI;13Cap20.txt;600;21,26;0;10984,0;2175,0;2175,0;200;7035;13970;200;7035;13970;1360,5;6742,0;1360,5;2091,19416;2411,3;0,0;112;277;150;18;;172;41;7;112;277;150;18;;;172;41;7;112;277;150;18;;;;172;41;7;112;277;150;18;;172;41;7
CBC;13Cap20.txt;600;387,23;0;13170;2175,0;2175,0;200;7035;13970;200;7035;13970;2099,7094;6826,2;2099,7094;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap30.txt;120;33,21;0;23946,0;1979,0;1978,8041119;200;7035;13970;200;7032;13964;0,0;75461,1;0,0;1863,4418;2176,1;2,69;211;642;10;17;;92;;34;211;642;10;17;;;92;;34;211;642;10;17;;;;92;;34;211;642;10;17;;92;;34
GUROBI;13Cap30.txt;120;46,14;0;31874,0;1979,0;1979,0;200;7035;13970;200;7035;13970;1040,83333;6060,8;1040,83333;1845,40547;2340,3;0,0;186;446;29;26;;110;33;2;186;446;29;26;;;110;33;2;186;446;29;26;;;;110;33;2;186;446;29;26;;110;33;2
CBC;13Cap30.txt;120;119,91;7,0651893674427955;4297;2001,4;1859,9973;200;7035;13970;200;7035;13970;1859,9973;6565,8;1859,9973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap30.txt;300;33,07;0;23946,0;1979,0;1978,8041119;200;7035;13970;200;7032;13964;0,0;75461,1;0,0;1863,4418;2176,1;2,65;211;642;10;17;;92;;34;211;642;10;17;;;92;;34;211;642;10;17;;;;92;;34;211;642;10;17;;92;;34
GUROBI;13Cap30.txt;300;46,15;0;31874,0;1979,0;1979,0;200;7035;13970;200;7035;13970;1040,83333;6060,8;1040,83333;1845,40547;2340,3;0,0;186;446;29;26;;110;33;2;186;446;29;26;;;110;33;2;186;446;29;26;;;;110;33;2;186;446;29;26;;110;33;2
CBC;13Cap30.txt;300;299,85;6,948956926309474;11046;1998,9;1859,9973;200;7035;13970;200;7035;13970;1859,9973;6565,8;1859,9973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap30.txt;600;32,92;0;23946,0;1979,0;1978,8041119;200;7035;13970;200;7032;13964;0,0;75461,1;0,0;1863,4418;2176,1;2,66;211;642;10;17;;92;;34;211;642;10;17;;;92;;34;211;642;10;17;;;;92;;34;211;642;10;17;;92;;34
GUROBI;13Cap30.txt;600;46,06;0;31874,0;1979,0;1979,0;200;7035;13970;200;7035;13970;1040,83333;6060,8;1040,83333;1845,40547;2340,3;0,0;186;446;29;26;;110;33;2;186;446;29;26;;;110;33;2;186;446;29;26;;;;110;33;2;186;446;29;26;;110;33;2
CBC;13Cap30.txt;600;599,81;0,6164780192016179;17412;1979,0;1966,7999;200;7035;13970;200;7035;13970;1859,9973;6565,8;1859,9973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap40.txt;120;19,89;0;9904,0;1919,9;1919,7742458;200;7035;13970;200;7029;13958;0,0;95168,2;0,0;1806,9239;2003,6;3,96;257;644;14;14;;67;;21;257;644;14;14;;;67;;21;257;644;14;14;;;;67;;21;257;644;14;14;;67;;21
GUROBI;13Cap40.txt;120;18,15;0;8719,0;1919,9;1919,9;200;7035;13970;200;7035;13970;866,7;6194,3;866,7;1789,12913;2080,6;1,0;256;408;14;20;;123;38;4;256;408;14;20;;;123;38;4;256;408;14;20;;;;123;38;4;256;408;14;20;;123;38;4
CBC;13Cap40.txt;120;119,93;8,088702864994147;3758;1965,1;1806,1489;200;7035;13970;200;7035;13970;1806,1489;6239,4;1806,1489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap40.txt;300;19,8;0;9904,0;1919,9;1919,7742458;200;7035;13970;200;7029;13958;0,0;95168,2;0,0;1806,9239;2003,6;3,95;257;644;14;14;;67;;21;257;644;14;14;;;67;;21;257;644;14;14;;;;67;;21;257;644;14;14;;67;;21
GUROBI;13Cap40.txt;300;18,26;0;8719,0;1919,9;1919,9;200;7035;13970;200;7035;13970;866,7;6194,3;866,7;1789,12913;2080,6;1,0;256;408;14;20;;123;38;4;256;408;14;20;;;123;38;4;256;408;14;20;;;;123;38;4;256;408;14;20;;123;38;4
CBC;13Cap40.txt;300;299,86;8,088702864994147;10389;1965,1;1806,1489;200;7035;13970;200;7035;13970;1806,1489;6239,4;1806,1489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap40.txt;600;19,81;0;9904,0;1919,9;1919,7742458;200;7035;13970;200;7029;13958;0,0;95168,2;0,0;1806,9239;2003,6;3,94;257;644;14;14;;67;;21;257;644;14;14;;;67;;21;257;644;14;14;;;;67;;21;257;644;14;14;;67;;21
GUROBI;13Cap40.txt;600;18,22;0;8719,0;1919,9;1919,9;200;7035;13970;200;7035;13970;866,7;6194,3;866,7;1789,12913;2080,6;1,0;256;408;14;20;;123;38;4;256;408;14;20;;;123;38;4;256;408;14;20;;;;123;38;4;256;408;14;20;;123;38;4
CBC;13Cap40.txt;600;424,11;0;12617;1919,9;1919,9;200;7035;13970;200;7035;13970;1806,1489;6239,4;1806,1489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap50.txt;120;14,99;0;9600,0;1918,5;1918,3132494;200;7035;13970;200;7009;13918;0,0;115013,6;0,0;1800,339;2097,5;3,65;299;624;12;5;;74;;27;299;624;12;5;;;74;;27;299;624;12;5;;;;74;;27;299;624;12;5;;74;;27
GUROBI;13Cap50.txt;120;16,02;0;8890,0;1918,5;1918,5;200;7035;13970;200;7035;13970;756,4;6668,9;756,4;1757,62185;2359,6;0,0;287;440;20;31;;122;43;4;287;440;20;31;;;122;43;4;287;440;20;31;;;;122;43;4;287;440;20;31;;122;43;4
CBC;13Cap50.txt;120;119,91;6,369779676024794;4245;1919,9;1797,6066;200;7035;13970;200;7035;13970;1797,6066;5919,1;1797,6066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap50.txt;300;14,92;0;9600,0;1918,5;1918,3132494;200;7035;13970;200;7009;13918;0,0;115013,6;0,0;1800,339;2097,5;3,57;299;624;12;5;;74;;27;299;624;12;5;;;74;;27;299;624;12;5;;;;74;;27;299;624;12;5;;74;;27
GUROBI;13Cap50.txt;300;16,06;0;8890,0;1918,5;1918,5;200;7035;13970;200;7035;13970;756,4;6668,9;756,4;1757,62185;2359,6;0,0;287;440;20;31;;122;43;4;287;440;20;31;;;122;43;4;287;440;20;31;;;;122;43;4;287;440;20;31;;122;43;4
CBC;13Cap50.txt;300;212,65;0;6719;1918,5;1918,5;200;7035;13970;200;7035;13970;1797,6066;5919,1;1797,6066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;13Cap50.txt;600;14,98;0;9600,0;1918,5;1918,3132494;200;7035;13970;200;7009;13918;0,0;115013,6;0,0;1800,339;2097,5;3,64;299;624;12;5;;74;;27;299;624;12;5;;;74;;27;299;624;12;5;;;;74;;27;299;624;12;5;;74;;27
GUROBI;13Cap50.txt;600;16,03;0;8890,0;1918,5;1918,5;200;7035;13970;200;7035;13970;756,4;6668,9;756,4;1757,62185;2359,6;0,0;287;440;20;31;;122;43;4;287;440;20;31;;;122;43;4;287;440;20;31;;;;122;43;4;287;440;20;31;;122;43;4
CBC;13Cap50.txt;600;212,48;0;6719;1918,5;1918,5;200;7035;13970;200;7035;13970;1797,6066;5919,1;1797,6066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap10.txt;120;4,16;0;1601,0;2936,4;2936,1538622;200;7030;13960;200;2285;4470;0,0;35424,8;0,0;2907,0888;2949,1;3,32;94;356;16;18;;58;;64;94;356;16;18;;;58;;64;94;356;16;18;;;;58;;64;94;356;16;18;;58;;64
GUROBI;14Cap10.txt;120;5,84;0;6213,0;2936,4;2936,4;200;7030;13960;200;7030;13960;2133,2;7082,0;2133,2;2893,57174;3051,0;0,0;59;236;;;;104;45;8;59;236;;;;;104;45;8;59;236;;;;;;104;45;8;59;236;;;;104;45;8
CBC;14Cap10.txt;120;74,71;0;3327;2936,4;2936,4;200;7030;13960;200;7030;13960;2892,3055;6809,1;2892,3055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap10.txt;300;4,13;0;1601,0;2936,4;2936,1538622;200;7030;13960;200;2285;4470;0,0;35424,8;0,0;2907,0888;2949,1;3,29;94;356;16;18;;58;;64;94;356;16;18;;;58;;64;94;356;16;18;;;;58;;64;94;356;16;18;;58;;64
GUROBI;14Cap10.txt;300;5,86;0;6213,0;2936,4;2936,4;200;7030;13960;200;7030;13960;2133,2;7082,0;2133,2;2893,57174;3051,0;0,0;59;236;;;;104;45;8;59;236;;;;;104;45;8;59;236;;;;;;104;45;8;59;236;;;;104;45;8
CBC;14Cap10.txt;300;74,74;0;3327;2936,4;2936,4;200;7030;13960;200;7030;13960;2892,3055;6809,1;2892,3055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap10.txt;600;4,13;0;1601,0;2936,4;2936,1538622;200;7030;13960;200;2285;4470;0,0;35424,8;0,0;2907,0888;2949,1;3,29;94;356;16;18;;58;;64;94;356;16;18;;;58;;64;94;356;16;18;;;;58;;64;94;356;16;18;;58;;64
GUROBI;14Cap10.txt;600;5,85;0;6213,0;2936,4;2936,4;200;7030;13960;200;7030;13960;2133,2;7082,0;2133,2;2893,57174;3051,0;0,0;59;236;;;;104;45;8;59;236;;;;;104;45;8;59;236;;;;;;104;45;8;59;236;;;;104;45;8
CBC;14Cap10.txt;600;74,85;0;3327;2936,4;2936,4;200;7030;13960;200;7030;13960;2892,3055;6809,1;2892,3055;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;14Cap20.txt;120;16,11;0;12147,0;2254,1;2253,879378;200;7030;13960;200;6682;13264;0,0;57635,8;0,0;2177,1414;2390,6;2,26;171;734;17;7;;64;;47;171;734;17;7;;;64;;47;171;734;17;7;;;;64;;47;171;734;17;7;;64;;47
